institution_id,n_patients,Age_mean,Age_std,ALB_mean,ALB_std,ALP_mean,ALP_std,AST_mean,AST_std,BIL_mean,BIL_std,CHE_mean,CHE_std,CHOL_mean,CHOL_std,CREA_mean,CREA_std,CGT_mean,CGT_std,PROT_mean,PROT_std,ALT_mean,ALT_std,Sex_mode,target_rate,target_std
INST_26,20,45.45,10.951928453112961,42.735,5.221642713895595,63.60526315789474,18.48234814579728,26.24,9.96279394336221,8.33,3.229159903784656,8.28,1.6944460358539162,5.325,0.9213462689827426,76.465,15.627852160738362,32.660000000000004,27.76243960158363,71.91,5.784088883352875,26.345,18.653360780863395,f,0.1,0.3077935056255462
INST_27,20,48.65,9.631499855873136,42.045,4.000851882971135,68.85,23.96364571156638,29.669999999999998,21.958408052737482,11.559999999999999,6.344861161435665,7.8935,1.8212207444458783,5.529999999999999,0.984304605066722,124.6,225.13881332004462,48.555,47.07340823817513,72.72999999999999,5.1713889002757005,32.79,28.6793140195434,m,0.1,0.30779350562554625
INST_28,20,46.45,12.454020699314231,39.805,6.092918667989657,66.14,17.335190858633865,39.78,40.20085885440234,21.375,43.33174204230719,7.639,2.732896862883394,5.279999999999999,1.1665513727492491,78.16,14.0543081988182,30.52,30.960715346012954,72.72,3.9528271028800557,22.405,12.239215446132244,m,0.15,0.36634754853252327
INST_29,20,53.7,11.801427210745583,42.47,6.834979690417598,62.54736842105264,14.881284607820236,40.25,37.990241129172,9.595,4.943414013135371,7.983,2.9566180893574656,5.197,1.0561753243611942,77.33500000000001,13.372803311985583,49.89,88.73700883420685,72.80499999999999,8.281143767938289,29.47,25.54488516111859,m,0.15,0.36634754853252327
INST_3,21,49.714285714285715,11.323174718880113,40.73809523809524,5.627297414432277,70.33809523809524,15.711539586892059,34.31904761904762,21.49112884535429,16.280952380952378,25.19979402788084,7.82,2.5973909986754014,5.9245,1.3015556481622896,79.21904761904761,15.448774030570162,31.295238095238098,17.174093169378004,73.81904761904762,4.718963768415588,23.20952380952381,11.549584614257983,m,0.14285714285714285,0.35856858280031806
INST_30,20,47.75,12.190915513308733,41.785000000000004,5.554066788825718,66.435,21.937837416808335,46.54,60.220606719662094,11.620000000000001,10.635669874728649,8.741,2.3942868403105364,5.6285,1.4157619298827269,76.22,24.33465365319697,44.545,37.47520548730573,71.345,7.167652115030781,29.155,15.206005565669042,m,0.2,0.41039134083406165
INST_4,21,47.76190476190476,10.596720067571674,40.24285714285715,5.070164832485373,72.81,21.3824300721287,31.02857142857143,11.512434271566674,7.480952380952381,3.3284559554873256,8.087619047619048,2.151436507921869,5.108095238095238,0.9615904484114798,100.14285714285714,97.42858190196841,33.66190476190476,29.26900196778968,69.76666666666667,6.238135405177844,33.2,22.764314178116592,m,0.09523809523809523,0.30079260375911915
INST_5,21,47.666666666666664,9.541138995598654,40.88095238095238,6.3061572330238524,66.66190476190476,16.187386329808653,32.80952380952381,18.339326725970743,10.114285714285714,6.6535167929663865,8.878095238095238,2.4957957028723707,5.806190476190476,1.3737011181129473,78.66666666666667,14.399074044303449,32.49523809523809,18.532497840023513,70.45714285714286,6.326181425518194,30.06190476190476,20.322388545406668,m,0.047619047619047616,0.21821789023599236
INST_6,21,46.857142857142854,9.966372029408266,40.2,4.836941182193557,68.82222222222222,18.48314193928382,31.771428571428572,23.68149367875985,9.30952380952381,4.560800890403435,8.197619047619048,1.9244191455135358,5.689,0.9174673377235146,77.57142857142857,14.56561508681123,39.7,38.417313805106154,72.29047619047618,5.13418978631534,31.923809523809524,23.496997781884918,m,0.14285714285714285,0.35856858280031806
INST_7,21,48.61904761904762,9.080067127924718,38.93809523809524,8.05192375712017,80.82857142857144,33.47435052181211,35.519047619047626,28.304763186566657,6.6,3.6515750026529648,8.59142857142857,2.8645371104495854,5.2942857142857145,1.3084096125776954,96.1952380952381,91.35678670022537,41.34761904761905,39.493538953196115,70.86190476190475,7.095172738593203,26.390476190476193,20.110616717592347,m,0.14285714285714285,0.35856858280031806
INST_8,21,46.95238095238095,8.680300631177413,42.22380952380952,8.056916579058313,70.08095238095238,35.78866606968775,31.94285714285714,27.24645979624823,9.114285714285714,9.358914772252481,8.858095238095238,2.256689209987984,5.622857142857143,0.7348955222148444,81.28571428571429,16.965090206488313,42.304761904761904,61.51152311714022,70.82380952380952,5.198644511976635,39.38095238095238,66.23487464355632,m,0.0,0.0
INST_9,21,48.523809523809526,10.462404348996683,41.485,6.928148153879595,65.85499999999999,24.313034732314613,58.08095238095238,73.48700306208998,9.157142857142857,7.929537907631909,7.965714285714286,3.030542148574363,5.221,1.4654006098567114,70.24761904761905,19.841008518914034,45.75238095238095,32.88182809771408,70.94761904761906,4.990152206858931,33.6,41.62540089897033,m,0.23809523809523808,0.43643578047198484
